token_id,threshold,coverage,success,precision,status,total_count
1,0.545,123,123,1.0,ok,278
2,0.08,232,232,1.0,ok,8523
3,0.745,1444,1438,0.9958448753462604,ok,3152
4,0.68,1831,1822,0.9950846531949754,ok,4941
6,0.74,146,146,1.0,ok,465
7,0.59,6884,6861,0.9966589192330041,ok,12129
8,0.705,5859,5831,0.995221027479092,ok,14995
9,0.555,177,177,1.0,ok,339
10,0.57,1292,1286,0.9953560371517027,ok,3596
11,0.77,43090,42875,0.9950104432582966,ok,219204
12,0.605,473,471,0.9957716701902748,ok,923
13,0.77,47585,47348,0.9950194388988126,ok,159702
14,0.74,2774,2761,0.9953136265320837,ok,8575
15,0.8,85779,85362,0.9951386703039206,ok,352331
16,0.85,46539,46311,0.9951008831302778,ok,182196
17,0.805,41814,41607,0.995049504950495,ok,171609
18,0.79,29485,29348,0.995353569611667,ok,77821
19,0.82,22556,22445,0.9950789147011881,ok,61268
20,0.84,27098,26964,0.9950549856077939,ok,79145
21,0.77,16253,16174,0.99513935888759,ok,38896
22,0.79,8668,8626,0.9951545916012922,ok,22271
23,0.79,12667,12611,0.9955790637088497,ok,34135
24,0.825,5378,5352,0.995165489029379,ok,14026
25,0.8,2294,2283,0.9952048823016565,ok,9168
28,0.415,583,581,0.9965694682675815,ok,859
30,,0,0,,fallback_no_valid_threshold,337
32,0.555,1971,1963,0.9959411466260781,ok,4329
33,0.325,3821,3805,0.9958126144988223,ok,5703
34,0.405,3943,3925,0.9954349480091301,ok,5581
40,0.295,6547,6518,0.9955704903009012,ok,12382
47,,0,0,,fallback_no_valid_threshold,283
50,,0,0,,fallback_no_valid_threshold,259
59,0.805,658,656,0.9969604863221885,ok,895
61,0.46,2602,2589,0.9950038431975403,ok,4238
62,0.775,203,202,0.9950738916256158,ok,2448
64,0.76,152,152,1.0,ok,1804
65,0.43,201,200,0.9950248756218906,ok,550
66,0.565,251,250,0.9960159362549801,ok,770
69,0.36,1250,1244,0.9952,ok,1739
77,0.54,1487,1482,0.9966375252185609,ok,4238
78,0.5,124,124,1.0,ok,203
80,0.01,737,734,0.9959294436906377,ok,737
82,0.64,719,716,0.9958275382475661,ok,5126
83,0.715,346,345,0.9971098265895953,ok,760
87,0.68,6229,6202,0.9956654358645047,ok,31929
88,0.695,784,781,0.9961734693877551,ok,1905
89,0.135,253,252,0.9960474308300395,ok,421
90,0.735,3630,3613,0.9953168044077135,ok,10144
91,0.555,112,112,1.0,ok,275
92,0.51,5461,5434,0.9950558505768174,ok,8308
198,0.505,7719,7684,0.9954657339033554,ok,15824
220,0.775,103247,102735,0.9950410181409629,ok,547962
248,0.28,138,138,1.0,ok,295
258,0.57,573,571,0.9965095986038395,ok,669
259,,0,0,,fallback_no_valid_threshold,443
263,0.5,343,342,0.9970845481049563,ok,890
264,0.68,15454,15383,0.9954057202018894,ok,59452
271,0.52,8695,8665,0.9965497412305923,ok,134861
272,0.63,493,491,0.9959432048681541,ok,1057
273,0.025,115,115,1.0,ok,244
274,0.42,840,836,0.9952380952380953,ok,1366
279,0.715,42680,42470,0.9950796626054358,ok,995261
281,0.495,152,152,1.0,ok,257
282,0.39,833,829,0.9951980792316927,ok,1588
284,0.735,39636,39442,0.9951054596831164,ok,69757
287,0.705,169,169,1.0,ok,301
288,0.66,146,146,1.0,ok,260
291,0.415,133,133,1.0,ok,237
293,0.81,364,363,0.9972527472527473,ok,1323
294,0.43,203,202,0.9950738916256158,ok,458
296,,0,0,,fallback_no_valid_threshold,582
300,0.68,130,130,1.0,ok,295
304,0.755,4691,4670,0.9955233425708804,ok,13853
311,0.64,14921,14852,0.9953756450640038,ok,50514
315,0.735,28120,27990,0.9953769559032717,ok,152403
320,0.755,7049,7015,0.9951766207972762,ok,17740
323,0.77,7966,7928,0.995229726336932,ok,28793
326,0.845,149,149,1.0,ok,465
328,,0,0,,fallback_no_valid_threshold,367
329,,0,0,,fallback_no_valid_threshold,205
339,0.68,161,161,1.0,ok,325
340,0.425,6991,6960,0.9955657273637534,ok,8676
342,,0,0,,fallback_no_valid_threshold,277
343,,0,0,,fallback_no_valid_threshold,327
348,,0,0,,fallback_no_valid_threshold,317
352,,0,0,,fallback_no_valid_threshold,539
353,0.75,7652,7614,0.9950339780449555,ok,23965
356,0.755,203,202,0.9950738916256158,ok,788
358,0.46,8651,8608,0.9950294763611143,ok,57525
362,0.84,312,311,0.9967948717948718,ok,1653
363,,0,0,,fallback_no_valid_threshold,311
369,0.785,3810,3791,0.99501312335958,ok,11330
374,0.79,19115,19023,0.9951870258958933,ok,74078
379,0.715,2627,2615,0.99543205177008,ok,4720
382,0.7,3094,3080,0.995475113122172,ok,21855
386,0.665,123,123,1.0,ok,212
387,0.75,1009,1004,0.9950445986124876,ok,3790
388,,0,0,,fallback_no_valid_threshold,361
389,0.735,2322,2311,0.9952627045650302,ok,6215
393,0.815,254,253,0.9960629921259843,ok,1496
400,0.875,19689,19592,0.9950733912336838,ok,75950
413,,0,0,,fallback_no_valid_threshold,496
419,0.835,583,581,0.9965694682675815,ok,2851
421,0.635,154,154,1.0,ok,423
422,0.555,152,152,1.0,ok,384
425,0.765,347,346,0.9971181556195965,ok,1672
429,0.665,5290,5264,0.9950850661625709,ok,11983
432,0.63,3015,3000,0.9950248756218906,ok,7548
435,,0,0,,fallback_no_valid_threshold,487
436,,0,0,,fallback_no_valid_threshold,227
438,0.9,2193,2183,0.9954400364797081,ok,11209
444,0.84,122,122,1.0,ok,346
448,0.68,5288,5263,0.9952723146747352,ok,12433
458,0.7,911,908,0.9967069154774972,ok,2026
467,,0,0,,fallback_no_valid_threshold,286
476,,0,0,,fallback_no_valid_threshold,273
481,0.8,7055,7020,0.9950389794472005,ok,13532
488,0.865,15052,14977,0.995017273452033,ok,34275
498,0.58,441,439,0.9954648526077098,ok,2426
501,0.77,328,327,0.9969512195121951,ok,1104
502,,0,0,,fallback_no_valid_threshold,4674
504,0.735,1641,1633,0.9951249238269348,ok,4105
508,,0,0,,fallback_no_valid_threshold,1108
511,0.83,114,114,1.0,ok,616
518,0.79,1403,1396,0.9950106913756237,ok,3382
519,0.055,305,305,1.0,ok,446
525,0.74,3078,3063,0.9951267056530214,ok,9072
536,0.655,213,212,0.9953051643192489,ok,845
537,0.7,508,507,0.9980314960629921,ok,1370
547,0.28,603,600,0.9950248756218906,ok,710
550,0.9,203,202,0.9950738916256158,ok,655
553,0.715,2607,2596,0.9957805907172996,ok,9531
557,,0,0,,fallback_no_valid_threshold,521
565,0.475,375,374,0.9973333333333333,ok,1803
566,0.78,3606,3588,0.9950083194675541,ok,16893
568,0.495,446,444,0.9955156950672646,ok,1356
572,0.73,994,990,0.9959758551307847,ok,2225
573,0.655,167,167,1.0,ok,598
576,0.795,2447,2435,0.9950960359624029,ok,14348
582,0.79,2023,2014,0.995551161641127,ok,6697
593,0.61,559,557,0.9964221824686941,ok,660
594,0.82,1864,1855,0.9951716738197425,ok,7575
601,,0,0,,fallback_no_valid_threshold,227
608,0.755,3387,3371,0.9952760555063478,ok,6124
609,0.54,224,223,0.9955357142857143,ok,412
614,0.785,2062,2052,0.9951503394762367,ok,10596
619,,0,0,,fallback_no_valid_threshold,248
624,0.86,922,918,0.9956616052060737,ok,6725
633,0.79,1511,1504,0.9953673064195897,ok,4787
642,0.77,108,108,1.0,ok,593
645,,0,0,,fallback_no_valid_threshold,490
646,0.82,1699,1692,0.9958799293702177,ok,7267
653,0.615,209,208,0.9952153110047847,ok,1022
676,,0,0,,fallback_no_valid_threshold,282
678,0.695,655,652,0.9954198473282443,ok,1790
686,0.795,2055,2045,0.9951338199513382,ok,6963
692,0.44,3529,3516,0.9963162368943044,ok,5604
700,0.645,719,717,0.9972183588317107,ok,1658
701,0.555,2603,2592,0.9957741067998463,ok,4477
702,0.825,2873,2860,0.995475113122172,ok,11435
705,0.78,479,478,0.9979123173277662,ok,1960
709,0.435,592,590,0.9966216216216216,ok,1182
714,0.565,3605,3588,0.9952843273231623,ok,9146
715,0.735,436,434,0.9954128440366973,ok,1156
728,0.725,118,118,1.0,ok,273
729,0.405,3414,3399,0.9956063268892794,ok,17215
730,,0,0,,fallback_no_valid_threshold,270
738,0.64,676,673,0.9955621301775148,ok,1492
748,0.605,485,483,0.9958762886597938,ok,1466
752,0.715,106,106,1.0,ok,2115
758,0.675,626,623,0.9952076677316294,ok,1869
760,0.545,255,254,0.996078431372549,ok,985
773,0.825,4694,4671,0.9951001278227525,ok,17263
775,0.525,142,142,1.0,ok,304
785,0.76,549,547,0.9963570127504554,ok,8660
803,0.755,1513,1508,0.9966953073364178,ok,3467
805,,0,0,,fallback_no_valid_threshold,347
806,0.73,1262,1256,0.9952456418383518,ok,4284
807,0.79,654,651,0.9954128440366973,ok,3669
817,0.785,2848,2836,0.9957865168539326,ok,6970
820,,0,0,,fallback_no_valid_threshold,793
825,0.745,817,813,0.9951040391676866,ok,2419
835,,0,0,,fallback_no_valid_threshold,302
856,0.77,4674,4655,0.9959349593495935,ok,13228
862,0.75,354,353,0.9971751412429378,ok,827
879,0.655,282,281,0.9964539007092199,ok,686
882,0.715,691,689,0.9971056439942113,ok,3018
892,0.765,1990,1981,0.9954773869346734,ok,7469
897,0.64,224,223,0.9955357142857143,ok,562
902,0.63,174,174,1.0,ok,246
911,0.51,533,531,0.9962476547842402,ok,1203
912,0.745,307,306,0.996742671009772,ok,1169
914,,0,0,,fallback_no_valid_threshold,204
916,0.51,226,225,0.995575221238938,ok,340
922,0.48,166,166,1.0,ok,213
944,0.445,3530,3513,0.9951841359773371,ok,7457
949,0.835,113,113,1.0,ok,477
965,0.625,157,157,1.0,ok,328
975,0.59,204,203,0.9950980392156863,ok,569
979,0.555,178,178,1.0,ok,636
990,0.64,169,169,1.0,ok,1079
1007,0.865,182,182,1.0,ok,490
1008,0.665,297,296,0.9966329966329966,ok,669
1021,0.77,104,104,1.0,ok,337
1030,0.715,852,848,0.9953051643192489,ok,2160
1032,0.385,278,277,0.9964028776978417,ok,417
1033,0.84,326,325,0.9969325153374233,ok,1255
1035,0.58,629,626,0.9952305246422893,ok,1218
1038,,0,0,,fallback_no_valid_threshold,315
1042,0.655,1044,1039,0.9952107279693486,ok,3047
1052,0.66,1141,1136,0.9956178790534619,ok,3654
1059,0.67,1541,1534,0.9954574951330305,ok,3771
1075,0.63,133,133,1.0,ok,518
1077,0.665,298,297,0.9966442953020134,ok,760
1079,,0,0,,fallback_no_valid_threshold,375
1083,0.81,291,290,0.9965635738831615,ok,1313
1084,,0,0,,fallback_no_valid_threshold,350
1091,0.8,2142,2133,0.9957983193277311,ok,5114
1095,0.14,2162,2152,0.9953746530989824,ok,2265
1096,0.815,280,279,0.9964285714285714,ok,1274
1105,0.76,394,393,0.9974619289340102,ok,1283
1119,0.805,161,161,1.0,ok,588
1124,0.85,3228,3212,0.9950433705080545,ok,14525
1128,0.63,412,410,0.9951456310679612,ok,645
1134,0.66,128,128,1.0,ok,373
1141,0.555,154,154,1.0,ok,1125
1156,0.7,877,874,0.9965792474344356,ok,2184
1172,0.645,110,110,1.0,ok,235
1181,0.805,104,104,1.0,ok,395
1182,0.615,122,122,1.0,ok,370
1184,0.7,3331,3318,0.9960972680876614,ok,9294
1205,,0,0,,fallback_no_valid_threshold,323
1221,0.915,262,262,1.0,ok,2720
1242,0.45,326,326,1.0,ok,483
1246,0.47,3401,3384,0.9950014701558365,ok,6125
1249,0.785,356,355,0.9971910112359551,ok,876
1251,0.795,852,848,0.9953051643192489,ok,3194
1260,0.825,572,570,0.9965034965034965,ok,2416
1265,,0,0,,fallback_no_valid_threshold,295
1273,,0,0,,fallback_no_valid_threshold,229
1281,0.715,571,569,0.9964973730297724,ok,1466
1283,0.92,268,268,1.0,ok,1230
1293,0.575,575,573,0.9965217391304347,ok,1131
1330,0.555,208,207,0.9951923076923077,ok,427
1340,0.75,2922,2908,0.9952087611225188,ok,11953
1349,0.6,150,150,1.0,ok,658
1365,0.465,2368,2357,0.9953547297297297,ok,2696
1366,0.905,1284,1278,0.9953271028037384,ok,3678
1372,0.705,4250,4235,0.9964705882352941,ok,14879
1378,0.785,878,874,0.9954441913439636,ok,2228
1379,0.565,104,104,1.0,ok,218
1380,0.645,1114,1109,0.9955116696588869,ok,2607
1414,0.38,7429,7394,0.9952887333423072,ok,11948
1416,0.895,421,420,0.997624703087886,ok,2583
1431,0.79,330,329,0.996969696969697,ok,1032
1435,0.86,242,241,0.9958677685950413,ok,934
1447,0.43,3984,3965,0.9952309236947792,ok,7341
1449,0.68,747,746,0.998661311914324,ok,1590
1455,0.435,414,412,0.9951690821256038,ok,457
1459,0.695,346,345,0.9971098265895953,ok,1991
1477,0.65,5732,5704,0.9951151430565248,ok,12101
1482,0.695,115,115,1.0,ok,249
1483,0.585,362,361,0.9972375690607734,ok,1022
1486,,0,0,,fallback_no_valid_threshold,220
1492,0.555,322,321,0.9968944099378882,ok,1364
1493,0.835,175,175,1.0,ok,812
1494,,0,0,,fallback_no_valid_threshold,284
1495,0.55,141,141,1.0,ok,294
1513,0.345,3857,3838,0.9950738916256158,ok,4917
1515,,0,0,,fallback_no_valid_threshold,351
1519,,0,0,,fallback_no_valid_threshold,214
1526,0.59,153,153,1.0,ok,473
1537,0.775,177,177,1.0,ok,343
1555,0.745,542,540,0.996309963099631,ok,2320
1558,0.82,102,102,1.0,ok,368
1573,0.635,205,205,1.0,ok,529
1590,0.595,203,202,0.9950738916256158,ok,507
1598,0.745,130,130,1.0,ok,421
1618,,0,0,,fallback_no_valid_threshold,262
1635,0.76,1475,1468,0.9952542372881356,ok,4762
1657,0.74,903,899,0.9955703211517165,ok,2348
1667,0.57,161,161,1.0,ok,946
1674,,0,0,,fallback_no_valid_threshold,222
1682,0.765,176,176,1.0,ok,431
1697,0.58,172,172,1.0,ok,802
1706,0.485,645,642,0.9953488372093023,ok,673
1730,0.84,136,136,1.0,ok,457
1752,0.55,262,261,0.9961832061068703,ok,571
1753,0.985,206,206,1.0,ok,1265
1786,0.38,592,590,0.9966216216216216,ok,880
1790,0.715,241,240,0.995850622406639,ok,478
1803,0.625,302,301,0.9966887417218543,ok,620
1817,0.895,2258,2247,0.9951284322409212,ok,9325
1846,,0,0,,fallback_no_valid_threshold,244
1852,0.765,107,107,1.0,ok,345
1865,0.865,153,153,1.0,ok,844
1867,0.285,638,635,0.9952978056426333,ok,769
1874,,0,0,,fallback_no_valid_threshold,472
1896,0.71,424,422,0.9952830188679245,ok,1031
1899,0.725,2048,2038,0.9951171875,ok,5134
1913,0.795,376,375,0.9973404255319149,ok,1389
1939,0.475,4549,4528,0.9953836007913828,ok,22004
1948,0.735,282,281,0.9964539007092199,ok,1119
1969,0.63,164,164,1.0,ok,419
1985,0.645,186,186,1.0,ok,373
1988,,0,0,,fallback_no_valid_threshold,268
1990,0.285,271,270,0.996309963099631,ok,352
1992,,0,0,,fallback_no_valid_threshold,333
2003,0.725,1256,1250,0.9952229299363057,ok,3551
2010,0.66,129,129,1.0,ok,210
2014,0.92,122,122,1.0,ok,2884
2055,0.89,908,904,0.9955947136563876,ok,13888
2058,,0,0,,fallback_no_valid_threshold,206
2075,0.61,734,731,0.9959128065395095,ok,4688
2083,0.65,167,167,1.0,ok,533
2086,0.93,613,611,0.9967373572593801,ok,2195
2114,,0,0,,fallback_no_valid_threshold,227
2115,0.83,1098,1093,0.9954462659380692,ok,3027
2169,,0,0,,fallback_no_valid_threshold,262
2176,0.695,761,758,0.9960578186596584,ok,1615
2182,,0,0,,fallback_no_valid_threshold,254
2219,0.415,140,140,1.0,ok,214
2254,0.715,581,579,0.9965576592082617,ok,1880
2263,,0,0,,fallback_no_valid_threshold,275
2291,0.63,230,229,0.9956521739130435,ok,930
2297,0.635,179,179,1.0,ok,741
2309,,0,0,,fallback_no_valid_threshold,288
2310,0.64,1091,1086,0.995417048579285,ok,1761
2311,0.87,123,123,1.0,ok,529
2326,0.575,858,854,0.9953379953379954,ok,3006
2331,0.575,1287,1281,0.9953379953379954,ok,3558
2337,,0,0,,fallback_no_valid_threshold,278
2355,,0,0,,fallback_no_valid_threshold,211
2374,0.605,122,122,1.0,ok,270
2376,0.585,1158,1153,0.9956822107081175,ok,4851
2379,0.455,127,127,1.0,ok,219
2382,0.665,163,163,1.0,ok,523
2409,,0,0,,fallback_no_valid_threshold,235
2411,,0,0,,fallback_no_valid_threshold,350
2441,0.78,142,142,1.0,ok,416
2493,0.93,148,148,1.0,ok,570
2518,0.59,436,434,0.9954128440366973,ok,928
2585,0.275,2153,2143,0.995355318160706,ok,6933
2608,0.55,1492,1485,0.9953083109919572,ok,4179
2613,0.78,210,209,0.9952380952380953,ok,649
2619,0.48,319,318,0.9968652037617555,ok,573
2629,0.675,283,282,0.9964664310954063,ok,1966
2661,,0,0,,fallback_no_valid_threshold,744
2669,0.645,141,141,1.0,ok,399
2684,0.765,160,160,1.0,ok,535
2686,0.755,375,374,0.9973333333333333,ok,760
2692,0.4,154,154,1.0,ok,271
2701,0.315,2530,2519,0.9956521739130435,ok,2984
2704,0.49,561,559,0.9964349376114082,ok,820
2732,,0,0,,fallback_no_valid_threshold,235
2734,0.31,268,267,0.996268656716418,ok,397
2750,0.535,277,276,0.9963898916967509,ok,531
2766,,0,0,,fallback_no_valid_threshold,223
2776,0.59,480,478,0.9958333333333333,ok,992
2783,0.74,2137,2127,0.9953205428170332,ok,7873
2790,0.79,4656,4634,0.9952749140893471,ok,23356
2802,0.545,109,109,1.0,ok,367
2803,0.145,310,309,0.9967741935483871,ok,363
2813,,0,0,,fallback_no_valid_threshold,223
2841,0.48,229,228,0.9956331877729258,ok,478
2849,0.675,1147,1142,0.995640802092415,ok,4202
2856,,0,0,,fallback_no_valid_threshold,215
2870,0.225,366,365,0.9972677595628415,ok,414
2876,,0,0,,fallback_no_valid_threshold,440
2906,0.675,137,137,1.0,ok,480
2932,0.725,505,503,0.996039603960396,ok,1565
2936,,0,0,,fallback_no_valid_threshold,224
2980,0.49,356,355,0.9971910112359551,ok,670
3015,0.74,864,860,0.9953703703703703,ok,2349
3039,0.85,1142,1137,0.9956217162872154,ok,3339
3040,0.52,363,362,0.9972451790633609,ok,619
3054,0.62,131,131,1.0,ok,254
3082,0.475,13294,13230,0.995185798104408,ok,27422
3084,0.69,409,407,0.9951100244498777,ok,1458
3108,0.535,114,114,1.0,ok,283
3110,,0,0,,fallback_no_valid_threshold,347
3123,,0,0,,fallback_no_valid_threshold,270
3198,,0,0,,fallback_no_valid_threshold,218
3204,0.535,136,136,1.0,ok,204
3220,0.655,527,525,0.9962049335863378,ok,1319
3232,0.4,138,138,1.0,ok,344
3270,0.555,132,132,1.0,ok,278
3283,0.575,151,151,1.0,ok,248
3311,0.68,1364,1358,0.9956011730205279,ok,4441
3349,0.62,648,645,0.9953703703703703,ok,1493
3363,0.7,258,257,0.9961240310077519,ok,1709
3368,,0,0,,fallback_no_valid_threshold,213
3405,0.38,501,499,0.9960079840319361,ok,2174
3460,0.65,217,216,0.9953917050691244,ok,547
3491,0.41,149,149,1.0,ok,8645
3501,0.825,560,558,0.9964285714285714,ok,2262
3528,0.385,761,758,0.9960578186596584,ok,3156
3553,,0,0,,fallback_no_valid_threshold,291
3554,0.475,1964,1957,0.9964358452138493,ok,4893
3581,0.71,133,133,1.0,ok,348
3589,,0,0,,fallback_no_valid_threshold,521
3594,0.69,324,323,0.9969135802469136,ok,1016
3607,0.875,220,219,0.9954545454545455,ok,911
3643,0.625,635,632,0.9952755905511811,ok,1240
3695,0.665,414,412,0.9951690821256038,ok,1107
3704,0.295,123,123,1.0,ok,270
3721,0.7,313,312,0.9968051118210862,ok,1136
3729,0.54,122,122,1.0,ok,230
3735,,0,0,,fallback_no_valid_threshold,227
3742,,0,0,,fallback_no_valid_threshold,226
3745,0.63,230,229,0.9956521739130435,ok,653
3753,0.775,182,182,1.0,ok,902
3757,0.8,257,256,0.9961089494163424,ok,1449
3769,,0,0,,fallback_no_valid_threshold,394
3786,,0,0,,fallback_no_valid_threshold,295
3793,,0,0,,fallback_no_valid_threshold,220
3838,,0,0,,fallback_no_valid_threshold,476
3867,0.635,244,243,0.9959016393442623,ok,599
3868,0.865,138,138,1.0,ok,565
3880,0.665,888,884,0.9954954954954955,ok,2805
3930,0.79,612,609,0.9950980392156863,ok,4150
3937,,0,0,,fallback_no_valid_threshold,260
3949,0.64,229,228,0.9956331877729258,ok,750
3951,0.665,350,349,0.9971428571428571,ok,738
3983,,0,0,,fallback_no_valid_threshold,602
4013,0.46,309,308,0.9967637540453075,ok,1571
4017,0.79,123,123,1.0,ok,489
