token_id,threshold,coverage,success,precision,status,total_count
2,,0,0,,fallback_no_valid_threshold,4623
3,0.65,691,688,0.9956584659913169,ok,1982
4,0.575,3080,3068,0.9961038961038962,ok,5962
7,0.575,8254,8216,0.9953961715531864,ok,13782
8,0.595,8603,8560,0.9950017435778217,ok,17824
10,0.64,1267,1261,0.9952644041041832,ok,3192
11,0.595,36362,36188,0.99521478466531,ok,122213
12,0.615,763,760,0.9960681520314548,ok,1416
13,0.81,61497,61196,0.9951054522984861,ok,246616
14,0.72,2453,2442,0.9955156950672646,ok,6293
15,0.725,93890,93431,0.9951113004579828,ok,403735
16,0.77,61804,61514,0.9953077470713869,ok,213658
17,0.825,48751,48517,0.9952000984595187,ok,177175
18,0.735,37471,37291,0.995196285127165,ok,81511
19,0.865,20005,19908,0.9951512121969508,ok,54776
20,0.755,27820,27690,0.9953271028037384,ok,65736
21,0.75,15003,14932,0.9952676131440379,ok,30936
22,0.805,8300,8262,0.9954216867469879,ok,17752
23,0.77,11660,11602,0.9950257289879931,ok,27252
24,0.88,5158,5134,0.9953470337340055,ok,11886
25,0.93,5223,5206,0.996745165613632,ok,28040
28,0.47,745,742,0.9959731543624161,ok,1127
30,0.495,106,106,1.0,ok,431
32,0.555,6644,6613,0.9953341360626129,ok,21712
33,0.325,3896,3878,0.9953798767967146,ok,5417
34,0.39,4045,4028,0.9957972805933251,ok,5257
40,0.32,7329,7298,0.9957702278619184,ok,13661
47,,0,0,,fallback_no_valid_threshold,427
48,0.55,3341,3325,0.9952110146662676,ok,5280
58,0.275,287,286,0.9965156794425087,ok,398
59,0.84,515,513,0.996116504854369,ok,771
61,0.49,2524,2512,0.9952456418383518,ok,4299
62,0.825,131,131,1.0,ok,3494
64,0.57,311,310,0.9967845659163987,ok,1399
65,0.62,310,309,0.9967741935483871,ok,566
66,0.39,388,387,0.9974226804123711,ok,728
69,0.475,1645,1637,0.9951367781155015,ok,2355
77,0.565,917,913,0.9956379498364231,ok,3422
80,0.01,556,555,0.9982014388489209,ok,556
82,0.635,1028,1023,0.995136186770428,ok,4257
83,0.545,456,454,0.9956140350877193,ok,767
87,0.64,9173,9128,0.9950942984846833,ok,39690
88,0.735,863,859,0.9953650057937428,ok,2414
89,0.4,256,256,1.0,ok,757
90,0.795,2260,2249,0.9951327433628319,ok,5535
